zip,Zipcode name,City,State,County Name
15237,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15238,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15239,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15240,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15241,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15242,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15243,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15244,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15258,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15259,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15260,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15261,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15262,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15272,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15275,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15276,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15278,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15282,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15289,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
15290,"PITTSBURGH, PA",PITTSBURGH,PA,ALLEGHENY
16340,"PITTSFIELD, PA",PITTSFIELD,PA,WARREN
18640,"PITTSTON, PA",PITTSTON,PA,LUZERNE
18641,"PITTSTON, PA",PITTSTON,PA,LUZERNE
18643,"PITTSTON, PA",PITTSTON,PA,LUZERNE
17081,"PLAINFIELD, PA",PLAINFIELD,PA,CUMBERLAND
17246,"PLEASANT HALL, PA",PLEASANT HALL,PA,FRANKLIN
18453,"PLEASANT MOUNT, PA",PLEASANT MOUNT,PA,WAYNE
15676,"PLEASANT UNITY, PA",PLEASANT UNITY,PA,WESTMORELAND
16341,"PLEASANTVILLE, PA",PLEASANTVILLE,PA,VENANGO
18949,"PLUMSTEADVILLE, PA",PLUMSTEADVILLE,PA,BUCKS
16246,"PLUMVILLE, PA",PLUMVILLE,PA,INDIANA
18651,"PLYMOUTH, PA",PLYMOUTH,PA,LUZERNE
19462,"PLYMOUTH MEETING, PA",PLYMOUTH MEETING,PA,MONTGOMERY
18347,"POCONO LAKE, PA",POCONO LAKE,PA,MONROE
18348,"POCONO LAKE PRESERVE, PA",POCONO LAKE PRESERVE,PA,MONROE
18349,"POCONO MANOR, PA",POCONO MANOR,PA,MONROE
18350,"POCONO PINES, PA",POCONO PINES,PA,MONROE
18346,"POCONO SUMMIT, PA",POCONO SUMMIT,PA,MONROE
19366,"POCOPSON, PA",POCOPSON,PA,CHESTER
15474,"POINT MARION, PA",POINT MARION,PA,FAYETTE
18950,"POINT PLEASANT, PA",POINT PLEASANT,PA,BUCKS
16342,"POLK, PA",POLK,PA,VENANGO
19367,"POMEROY, PA",POMEROY,PA,CHESTER
16743,"PORT ALLEGANY, PA",PORT ALLEGANY,PA,MCKEAN
17965,"PORT CARBON, PA",PORT CARBON,PA,SCHUYLKILL
19549,"PORT CLINTON, PA",PORT CLINTON,PA,SCHUYLKILL
16870,"PORT MATILDA, PA",PORT MATILDA,PA,CENTRE
17082,"PORT ROYAL, PA",PORT ROYAL,PA,JUNIATA
17864,"PORT TREVORTON, PA",PORT TREVORTON,PA,SNYDER
15946,"PORTAGE, PA",PORTAGE,PA,CAMBRIA
16051,"PORTERSVILLE, PA",PORTERSVILLE,PA,BUTLER
18351,"PORTLAND, PA",PORTLAND,PA,NORTHAMPTON
17865,"POTTS GROVE, PA",POTTS GROVE,PA,NORTHUMBERLAND
19465,"POTTSTOWN, PA",POTTSTOWN,PA,CHESTER
19464,"POTTSTOWN, PA",POTTSTOWN,PA,MONTGOMERY
17901,"POTTSVILLE, PA",POTTSVILLE,PA,SCHUYLKILL
18454,"POYNTELLE, PA",POYNTELLE,PA,WAYNE
15142,"PRESTO, PA",PRESTO,PA,ALLEGHENY
18455,"PRESTON PARK, PA",PRESTON PARK,PA,WAYNE
15072,"PRICEDALE, PA",PRICEDALE,PA,WESTMORELAND
18456,"PROMPTON, PA",PROMPTON,PA,WAYNE
16052,"PROSPECT, PA",PROSPECT,PA,BUTLER
19076,"PROSPECT PARK, PA",PROSPECT PARK,PA,DELAWARE
15329,"PROSPERITY, PA",PROSPERITY,PA,WASHINGTON
16143,"PULASKI, PA",PULASKI,PA,LAWRENCE
15767,"PUNXSUTAWNEY, PA",PUNXSUTAWNEY,PA,JEFFERSON
18245,"QUAKAKE, PA",QUAKAKE,PA,SCHUYLKILL
18951,"QUAKERTOWN, PA",QUAKERTOWN,PA,BUCKS
17566,"QUARRYVILLE, PA",QUARRYVILLE,PA,LANCASTER
17083,"QUENTIN, PA",QUENTIN,PA,LEBANON
17247,"QUINCY, PA",QUINCY,PA,FRANKLIN
17355,"RAILROAD, PA",RAILROAD,PA,YORK
17763,"RALSTON, PA",RALSTON,PA,LYCOMING
16671,"RAMEY, PA",RAMEY,PA,CLEARFIELD
19601,"READING, PA",READING,PA,BERKS
19602,"READING, PA",READING,PA,BERKS
19603,"READING, PA",READING,PA,BERKS
19604,"READING, PA",READING,PA,BERKS
19605,"READING, PA",READING,PA,BERKS
19606,"READING, PA",READING,PA,BERKS
19607,"READING, PA",READING,PA,BERKS
19608,"READING, PA",READING,PA,BERKS
19609,"READING, PA",READING,PA,BERKS
19610,"READING, PA",READING,PA,BERKS
19611,"READING, PA",READING,PA,BERKS
19612,"READING, PA",READING,PA,BERKS
17567,"REAMSTOWN, PA",REAMSTOWN,PA,LANCASTER
16872,"REBERSBURG, PA",REBERSBURG,PA,CENTRE
17867,"REBUCK, PA",REBUCK,PA,NORTHUMBERLAND
15677,"RECTOR, PA",RECTOR,PA,WESTMORELAND
18076,"RED HILL, PA",RED HILL,PA,MONTGOMERY
17356,"RED LION, PA",RED LION,PA,YORK
18352,"REEDERS, PA",REEDERS,PA,MONROE
17084,"REEDSVILLE, PA",REEDSVILLE,PA,MIFFLIN
17568,"REFTON, PA",REFTON,PA,LANCASTER
19550,"REHRERSBURG, PA",REHRERSBURG,PA,BERKS
17569,"REINHOLDS, PA",REINHOLDS,PA,LANCASTER
16053,"RENFREW, PA",RENFREW,PA,BUTLER
16343,"RENO, PA",RENO,PA,VENANGO
17764,"RENOVO, PA",RENOVO,PA,CLINTON
15475,"REPUBLIC, PA",REPUBLIC,PA,FAYETTE
18953,"REVERE, PA",REVERE,PA,BUCKS
15948,"REVLOC, PA",REVLOC,PA,CAMBRIA
16744,"REW, PA",REW,PA,MCKEAN
17085,"REXMONT, PA",REXMONT,PA,LEBANON
15851,"REYNOLDSVILLE, PA",REYNOLDSVILLE,PA,JEFFERSON
17570,"RHEEMS, PA",RHEEMS,PA,LANCASTER
15357,"RICES LANDING, PA",RICES LANDING,PA,GREENE
18954,"RICHBORO, PA",RICHBORO,PA,BUCKS
15358,"RICHEYVILLE, PA",RICHEYVILLE,PA,WASHINGTON
17086,"RICHFIELD, PA",RICHFIELD,PA,JUNIATA
17087,"RICHLAND, PA",RICHLAND,PA,LEBANON
18955,"RICHLANDTOWN, PA",RICHLANDTOWN,PA,BUCKS
16672,"RIDDLESBURG, PA",RIDDLESBURG,PA,BEDFORD
15853,"RIDGWAY, PA",RIDGWAY,PA,ELK
19078,"RIDLEY PARK, PA",RIDLEY PARK,PA,DELAWARE
18077,"RIEGELSVILLE, PA",RIEGELSVILLE,PA,BUCKS
15678,"RILLTON, PA",RILLTON,PA,WESTMORELAND
16248,"RIMERSBURG, PA",RIMERSBURG,PA,CLARION
15770,"RINGGOLD, PA",RINGGOLD,PA,JEFFERSON
17967,"RINGTOWN, PA",RINGTOWN,PA,SCHUYLKILL
17868,"RIVERSIDE, PA",RIVERSIDE,PA,NORTHUMBERLAND
16745,"RIXFORD, PA",RIXFORD,PA,MCKEAN
17765,"ROARING BRANCH, PA",ROARING BRANCH,PA,TIOGA
16673,"ROARING SPRING, PA",ROARING SPRING,PA,BLAIR
16674,"ROBERTSDALE, PA",ROBERTSDALE,PA,HUNTINGDON
19551,"ROBESONIA, PA",ROBESONIA,PA,BERKS
15949,"ROBINSON, PA",ROBINSON,PA,INDIANA
15074,"ROCHESTER, PA",ROCHESTER,PA,BEAVER
15771,"ROCHESTER MILLS, PA",ROCHESTER MILLS,PA,INDIANA
18246,"ROCK GLEN, PA",ROCK GLEN,PA,LUZERNE
17249,"ROCKHILL FURNACE, PA",ROCKHILL FURNACE,PA,HUNTINGDON
15856,"ROCKTON, PA",ROCKTON,PA,CLEARFIELD
15557,"ROCKWOOD, PA",ROCKWOOD,PA,SOMERSET
15359,"ROGERSVILLE, PA",ROGERSVILLE,PA,GREENE
18837,"ROME, PA",ROME,PA,BRADFORD
17572,"RONKS, PA",RONKS,PA,LANCASTER
15477,"ROSCOE, PA",ROSCOE,PA,WASHINGTON
15772,"ROSSITER, PA",ROSSITER,PA,INDIANA
17358,"ROSSVILLE, PA",ROSSVILLE,PA,YORK
16746,"ROULETTE, PA",ROULETTE,PA,POTTER
16344,"ROUSEVILLE, PA",ROUSEVILLE,PA,VENANGO
17250,"ROUZERVILLE, PA",ROUZERVILLE,PA,FRANKLIN
18457,"ROWLAND, PA",ROWLAND,PA,PIKE
17251,"ROXBURY, PA",ROXBURY,PA,FRANKLIN
19468,"ROYERSFORD, PA",ROYERSFORD,PA,MONTGOMERY
15679,"RUFFS DALE, PA",RUFFS DALE,PA,WESTMORELAND
15075,"RURAL RIDGE, PA",RURAL RIDGE,PA,ALLEGHENY
16249,"RURAL VALLEY, PA",RURAL VALLEY,PA,ARMSTRONG
18956,"RUSHLAND, PA",RUSHLAND,PA,BUCKS
16345,"RUSSELL, PA",RUSSELL,PA,WARREN
15076,"RUSSELLTON, PA",RUSSELLTON,PA,ALLEGHENY
16943,"SABINSVILLE, PA",SABINSVILLE,PA,TIOGA
17968,"SACRAMENTO, PA",SACRAMENTO,PA,SCHUYLKILL
19369,"SADSBURYVILLE, PA",SADSBURYVILLE,PA,CHESTER
16433,"SAEGERTOWN, PA",SAEGERTOWN,PA,CRAWFORD
16250,"SAGAMORE, PA",SAGAMORE,PA,ARMSTRONG
15773,"SAINT BENEDICT, PA",SAINT BENEDICT,PA,CAMBRIA
16675,"SAINT BONIFACE, PA",SAINT BONIFACE,PA,CAMBRIA
17970,"SAINT CLAIR, PA",SAINT CLAIR,PA,SCHUYLKILL
18247,"SAINT JOHNS, PA",SAINT JOHNS,PA,LUZERNE
15857,"SAINT MARYS, PA",SAINT MARYS,PA,ELK
15951,"SAINT MICHAEL, PA",SAINT MICHAEL,PA,CAMBRIA
19470,"SAINT PETERS, PA",SAINT PETERS,PA,CHESTER
16054,"SAINT PETERSBURG, PA",SAINT PETERSBURG,PA,CLARION
17252,"SAINT THOMAS, PA",SAINT THOMAS,PA,FRANKLIN
18957,"SALFORD, PA",SALFORD,PA,MONTGOMERY
18958,"SALFORDVILLE, PA",SALFORDVILLE,PA,MONTGOMERY
15680,"SALINA, PA",SALINA,PA,WESTMORELAND
15558,"SALISBURY, PA",SALISBURY,PA,SOMERSET
15952,"SALIX, PA",SALIX,PA,CAMBRIA
17253,"SALTILLO, PA",SALTILLO,PA,HUNTINGDON
15681,"SALTSBURG, PA",SALTSBURG,PA,INDIANA
16145,"SANDY LAKE, PA",SANDY LAKE,PA,MERCER
16677,"SANDY RIDGE, PA",SANDY RIDGE,PA,CENTRE
16055,"SARVER, PA",SARVER,PA,BUTLER
19472,"SASSAMANSVILLE, PA",SASSAMANSVILLE,PA,MONTGOMERY
16056,"SAXONBURG, PA",SAXONBURG,PA,BUTLER
16678,"SAXTON, PA",SAXTON,PA,BEDFORD
18353,"SAYLORSBURG, PA",SAYLORSBURG,PA,MONROE
18840,"SAYRE, PA",SAYRE,PA,BRADFORD
15360,"SCENERY HILL, PA",SCENERY HILL,PA,WASHINGTON
17088,"SCHAEFFERSTOWN, PA",SCHAEFFERSTOWN,PA,LEBANON
15559,"SCHELLSBURG, PA",SCHELLSBURG,PA,BEDFORD
15682,"SCHENLEY, PA",SCHENLEY,PA,ARMSTRONG
18078,"SCHNECKSVILLE, PA",SCHNECKSVILLE,PA,LEHIGH
17972,"SCHUYLKILL HAVEN, PA",SCHUYLKILL HAVEN,PA,SCHUYLKILL
19473,"SCHWENKSVILLE, PA",SCHWENKSVILLE,PA,MONTGOMERY
18354,"SCIOTA, PA",SCIOTA,PA,MONROE
17254,"SCOTLAND, PA",SCOTLAND,PA,FRANKLIN
18355,"SCOTRUN, PA",SCOTRUN,PA,MONROE
15683,"SCOTTDALE, PA",SCOTTDALE,PA,WESTMORELAND
18501,"SCRANTON, PA",SCRANTON,PA,LACKAWANNA
18502,"SCRANTON, PA",SCRANTON,PA,LACKAWANNA
18503,"SCRANTON, PA",SCRANTON,PA,LACKAWANNA
18504,"SCRANTON, PA",SCRANTON,PA,LACKAWANNA
18505,"SCRANTON, PA",SCRANTON,PA,LACKAWANNA
18508,"SCRANTON, PA",SCRANTON,PA,LACKAWANNA
18509,"SCRANTON, PA",SCRANTON,PA,LACKAWANNA
18510,"SCRANTON, PA",SCRANTON,PA,LACKAWANNA
18512,"SCRANTON, PA",SCRANTON,PA,LACKAWANNA
18515,"SCRANTON, PA",SCRANTON,PA,LACKAWANNA
18519,"SCRANTON, PA",SCRANTON,PA,LACKAWANNA
17870,"SELINSGROVE, PA",SELINSGROVE,PA,SNYDER
18960,"SELLERSVILLE, PA",SELLERSVILLE,PA,BUCKS
17974,"SELTZER, PA",SELTZER,PA,SCHUYLKILL
16253,"SEMINOLE, PA",SEMINOLE,PA,ARMSTRONG
16346,"SENECA, PA",SENECA,PA,VENANGO
17360,"SEVEN VALLEYS, PA",SEVEN VALLEYS,PA,YORK
15954,"SEWARD, PA",SEWARD,PA,WESTMORELAND
15143,"SEWICKLEY, PA",SEWICKLEY,PA,ALLEGHENY
17255,"SHADE GAP, PA",SHADE GAP,PA,HUNTINGDON
17256,"SHADY GROVE, PA",SHADY GROVE,PA,FRANKLIN
17872,"SHAMOKIN, PA",SHAMOKIN,PA,NORTHUMBERLAND
17876,"SHAMOKIN DAM, PA",SHAMOKIN DAM,PA,SNYDER
15560,"SHANKSVILLE, PA",SHANKSVILLE,PA,SOMERSET
16146,"SHARON, PA",SHARON,PA,MERCER
19079,"SHARON HILL, PA",SHARON HILL,PA,DELAWARE
16150,"SHARPSVILLE, PA",SHARPSVILLE,PA,MERCER
19554,"SHARTLESVILLE, PA",SHARTLESVILLE,PA,BERKS
18708,"SHAVERTOWN, PA",SHAVERTOWN,PA,LUZERNE
18654,"SHAWANESE, PA",SHAWANESE,PA,LUZERNE
18356,"SHAWNEE ON DELAWARE, PA",SHAWNEE ON DELAWARE,PA,MONROE
16873,"SHAWVILLE, PA",SHAWVILLE,PA,CLEARFIELD
16151,"SHEAKLEYVILLE, PA",SHEAKLEYVILLE,PA,MERCER
16347,"SHEFFIELD, PA",SHEFFIELD,PA,WARREN
15774,"SHELOCTA, PA",SHELOCTA,PA,INDIANA
17976,"SHENANDOAH, PA",SHENANDOAH,PA,SCHUYLKILL
18248,"SHEPPTON, PA",SHEPPTON,PA,SCHUYLKILL
17090,"SHERMANS DALE, PA",SHERMANS DALE,PA,PERRY
18655,"SHICKSHINNY, PA",SHICKSHINNY,PA,LUZERNE
16748,"SHINGLEHOUSE, PA",SHINGLEHOUSE,PA,POTTER
17257,"SHIPPENSBURG, PA",SHIPPENSBURG,PA,CUMBERLAND
16254,"SHIPPENVILLE, PA",SHIPPENVILLE,PA,CLARION
15077,"SHIPPINGPORT, PA",SHIPPINGPORT,PA,BEAVER
17260,"SHIRLEYSBURG, PA",SHIRLEYSBURG,PA,HUNTINGDON
19555,"SHOEMAKERSVILLE, PA",SHOEMAKERSVILLE,PA,BERKS
18458,"SHOHOLA, PA",SHOHOLA,PA,PIKE
17361,"SHREWSBURY, PA",SHREWSBURY,PA,YORK
17768,"SHUNK, PA",SHUNK,PA,SULLIVAN
15955,"SIDMAN, PA",SIDMAN,PA,CAMBRIA
15860,"SIGEL, PA",SIGEL,PA,JEFFERSON
17575,"SILVER SPRING, PA",SILVER SPRING,PA,LANCASTER
18962,"SILVERDALE, PA",SILVERDALE,PA,BUCKS
15861,"SINNAMAHONING, PA",SINNAMAHONING,PA,CAMERON
15561,"SIPESVILLE, PA",SIPESVILLE,PA,SOMERSET
16679,"SIX MILE RUN, PA",SIX MILE RUN,PA,BEDFORD
19474,"SKIPPACK, PA",SKIPPACK,PA,MONTGOMERY
18357,"SKYTOP, PA",SKYTOP,PA,MONROE
17769,"SLATE RUN, PA",SLATE RUN,PA,LYCOMING
18079,"SLATEDALE, PA",SLATEDALE,PA,LEHIGH
18080,"SLATINGTON, PA",SLATINGTON,PA,LEHIGH
15684,"SLICKVILLE, PA",SLICKVILLE,PA,WESTMORELAND
16255,"SLIGO, PA",SLIGO,PA,CLARION
16057,"SLIPPERY ROCK, PA",SLIPPERY ROCK,PA,BUTLER
15078,"SLOVAN, PA",SLOVAN,PA,WASHINGTON
16749,"SMETHPORT, PA",SMETHPORT,PA,MCKEAN
16256,"SMICKSBURG, PA",SMICKSBURG,PA,INDIANA
15478,"SMITHFIELD, PA",SMITHFIELD,PA,FAYETTE
16680,"SMITHMILL, PA",SMITHMILL,PA,CLEARFIELD
15479,"SMITHTON, PA",SMITHTON,PA,WESTMORELAND
15480,"SMOCK, PA",SMOCK,PA,FAYETTE
16681,"SMOKERUN, PA",SMOKERUN,PA,CLEARFIELD
17576,"SMOKETOWN, PA",SMOKETOWN,PA,LANCASTER
16874,"SNOW SHOE, PA",SNOW SHOE,PA,CENTRE
17877,"SNYDERTOWN, PA",SNYDERTOWN,PA,NORTHUMBERLAND
18963,"SOLEBURY, PA",SOLEBURY,PA,BUCKS
15501,"SOMERSET, PA",SOMERSET,PA,SOMERSET
18964,"SOUDERTON, PA",SOUDERTON,PA,MONTGOMERY
18459,"SOUTH CANAAN, PA",SOUTH CANAAN,PA,WAYNE
15956,"SOUTH FORK, PA",SOUTH FORK,PA,CAMBRIA
18842,"SOUTH GIBSON, PA",SOUTH GIBSON,PA,SUSQUEHANNA
15081,"SOUTH HEIGHTS, PA",SOUTH HEIGHTS,PA,BEAVER
18843,"SOUTH MONTROSE, PA",SOUTH MONTROSE,PA,SUSQUEHANNA
17261,"SOUTH MOUNTAIN, PA",SOUTH MOUNTAIN,PA,FRANKLIN
15129,"SOUTH PARK, PA",SOUTH PARK,PA,ALLEGHENY
18460,"SOUTH STERLING, PA",SOUTH STERLING,PA,WAYNE
18966,"SOUTHAMPTON, PA",SOUTHAMPTON,PA,BUCKS
19399,"SOUTHEASTERN, PA",SOUTHEASTERN,PA,CHESTER
15685,"SOUTHWEST, PA",SOUTHWEST,PA,WESTMORELAND
15775,"SPANGLER, PA",SPANGLER,PA,CAMBRIA
16434,"SPARTANSBURG, PA",SPARTANSBURG,PA,CRAWFORD
18968,"SPINNERSTOWN, PA",SPINNERSTOWN,PA,BUCKS
15362,"SPRAGGS, PA",SPRAGGS,PA,GREENE
15776,"SPRANKLE MILLS, PA",SPRANKLE MILLS,PA,JEFFERSON
15686,"SPRING CHURCH, PA",SPRING CHURCH,PA,ARMSTRONG
19475,"SPRING CITY, PA",SPRING CITY,PA,CHESTER
16436,"SPRING CREEK, PA",SPRING CREEK,PA,WARREN
17978,"SPRING GLEN, PA",SPRING GLEN,PA,SCHUYLKILL
17362,"SPRING GROVE, PA",SPRING GROVE,PA,YORK
19477,"SPRING HOUSE, PA",SPRING HOUSE,PA,MONTGOMERY
16875,"SPRING MILLS, PA",SPRING MILLS,PA,CENTRE
19478,"SPRING MOUNT, PA",SPRING MOUNT,PA,MONTGOMERY
17262,"SPRING RUN, PA",SPRING RUN,PA,FRANKLIN
16435,"SPRINGBORO, PA",SPRINGBORO,PA,CRAWFORD
15144,"SPRINGDALE, PA",SPRINGDALE,PA,ALLEGHENY
19064,"SPRINGFIELD, PA",SPRINGFIELD,PA,DELAWARE
15562,"SPRINGS, PA",SPRINGS,PA,SOMERSET
18081,"SPRINGTOWN, PA",SPRINGTOWN,PA,BUCKS
18844,"SPRINGVILLE, PA",SPRINGVILLE,PA,SUSQUEHANNA
16683,"SPRUCE CREEK, PA",SPRUCE CREEK,PA,HUNTINGDON
15687,"STAHLSTOWN, PA",STAHLSTOWN,PA,WESTMORELAND
15482,"STAR JUNCTION, PA",STAR JUNCTION,PA,FAYETTE
15777,"STARFORD, PA",STARFORD,PA,INDIANA
18461,"STARLIGHT, PA",STARLIGHT,PA,WAYNE
18462,"STARRUCCA, PA",STARRUCCA,PA,WAYNE
16801,"STATE COLLEGE, PA",STATE COLLEGE,PA,CENTRE
16803,"STATE COLLEGE, PA",STATE COLLEGE,PA,CENTRE
16804,"STATE COLLEGE, PA",STATE COLLEGE,PA,CENTRE
17263,"STATE LINE, PA",STATE LINE,PA,FRANKLIN
18463,"STERLING, PA",STERLING,PA,WAYNE
17578,"STEVENS, PA",STEVENS,PA,LANCASTER
18845,"STEVENSVILLE, PA",STEVENSVILLE,PA,BRADFORD
17363,"STEWARTSTOWN, PA",STEWARTSTOWN,PA,YORK
17878,"STILLWATER, PA",STILLWATER,PA,COLUMBIA
15483,"STOCKDALE, PA",STOCKDALE,PA,WASHINGTON
18083,"STOCKERTOWN, PA",STOCKERTOWN,PA,NORTHAMPTON
16153,"STONEBORO, PA",STONEBORO,PA,MERCER
15563,"STOYSTOWN, PA",STOYSTOWN,PA,SOMERSET
15363,"STRABANE, PA",STRABANE,PA,WASHINGTON
17579,"STRASBURG, PA",STRASBURG,PA,LANCASTER
16258,"STRATTANVILLE, PA",STRATTANVILLE,PA,CLARION
19559,"STRAUSSTOWN, PA",STRAUSSTOWN,PA,BERKS
15957,"STRONGSTOWN, PA",STRONGSTOWN,PA,INDIANA
18360,"STROUDSBURG, PA",STROUDSBURG,PA,MONROE
15863,"STUMP CREEK, PA",STUMP CREEK,PA,JEFFERSON
15082,"STURGEON, PA",STURGEON,PA,ALLEGHENY
16350,"SUGAR GROVE, PA",SUGAR GROVE,PA,WARREN
18846,"SUGAR RUN, PA",SUGAR RUN,PA,BRADFORD
18249,"SUGARLOAF, PA",SUGARLOAF,PA,LUZERNE
17093,"SUMMERDALE, PA",SUMMERDALE,PA,CUMBERLAND
15958,"SUMMERHILL, PA",SUMMERHILL,PA,CAMBRIA
15864,"SUMMERVILLE, PA",SUMMERVILLE,PA,JEFFERSON
18250,"SUMMIT HILL, PA",SUMMIT HILL,PA,CARBON
17979,"SUMMIT STATION, PA",SUMMIT STATION,PA,SCHUYLKILL
18084,"SUMNEYTOWN, PA",SUMNEYTOWN,PA,MONTGOMERY
17801,"SUNBURY, PA",SUNBURY,PA,NORTHUMBERLAND
18847,"SUSQUEHANNA, PA",SUSQUEHANNA,PA,SUSQUEHANNA
15083,"SUTERSVILLE, PA",SUTERSVILLE,PA,WESTMORELAND
19081,"SWARTHMORE, PA",SWARTHMORE,PA,DELAWARE
18656,"SWEET VALLEY, PA",SWEET VALLEY,PA,LUZERNE
17880,"SWENGEL, PA",SWENGEL,PA,UNION
18370,"SWIFTWATER, PA",SWIFTWATER,PA,MONROE
18251,"SYBERTSVILLE, PA",SYBERTSVILLE,PA,LUZERNE
15364,"SYCAMORE, PA",SYCAMORE,PA,GREENE
15865,"SYKESVILLE, PA",SYKESVILLE,PA,JEFFERSON
16945,"SYLVANIA, PA",SYLVANIA,PA,BRADFORD
18464,"TAFTON, PA",TAFTON,PA,PIKE
17580,"TALMAGE, PA",TALMAGE,PA,LANCASTER
18252,"TAMAQUA, PA",TAMAQUA,PA,SCHUYLKILL
18371,"TAMIMENT, PA",TAMIMENT,PA,PIKE
18372,"TANNERSVILLE, PA",TANNERSVILLE,PA,MONROE
15084,"TARENTUM, PA",TARENTUM,PA,ALLEGHENY
15688,"TARRS, PA",TARRS,PA,WESTMORELAND
18085,"TATAMY, PA",TATAMY,PA,NORTHAMPTON
18517,"TAYLOR, PA",TAYLOR,PA,LACKAWANNA
15365,"TAYLORSTOWN, PA",TAYLORSTOWN,PA,WASHINGTON
18969,"TELFORD, PA",TELFORD,PA,MONTGOMERY
19560,"TEMPLE, PA",TEMPLE,PA,BERKS
16259,"TEMPLETON, PA",TEMPLETON,PA,ARMSTRONG
17581,"TERRE HILL, PA",TERRE HILL,PA,LANCASTER
17364,"THOMASVILLE, PA",THOMASVILLE,PA,YORK
18465,"THOMPSON, PA",THOMPSON,PA,SUSQUEHANNA
17094,"THOMPSONTOWN, PA",THOMPSONTOWN,PA,JUNIATA
19372,"THORNDALE, PA",THORNDALE,PA,CHESTER
19373,"THORNTON, PA",THORNTON,PA,DELAWARE
17264,"THREE SPRINGS, PA",THREE SPRINGS,PA,HUNTINGDON
16351,"TIDIOUTE, PA",TIDIOUTE,PA,WARREN
16946,"TIOGA, PA",TIOGA,PA,TIOGA
16352,"TIONA, PA",TIONA,PA,WARREN
16353,"TIONESTA, PA",TIONESTA,PA,FOREST
16684,"TIPTON, PA",TIPTON,PA,BLAIR
15959,"TIRE HILL, PA",TIRE HILL,PA,SOMERSET
16354,"TITUSVILLE, PA",TITUSVILLE,PA,CRAWFORD
18466,"TOBYHANNA, PA",TOBYHANNA,PA,MONROE
16685,"TODD, PA",TODD,PA,HUNTINGDON
19562,"TOPTON, PA",TOPTON,PA,BERKS
15779,"TORRANCE, PA",TORRANCE,PA,WESTMORELAND
19374,"TOUGHKENAMON, PA",TOUGHKENAMON,PA,CHESTER
18848,"TOWANDA, PA",TOWANDA,PA,BRADFORD
17980,"TOWER CITY, PA",TOWER CITY,PA,SCHUYLKILL
16360,"TOWNVILLE, PA",TOWNVILLE,PA,CRAWFORD
15085,"TRAFFORD, PA",TRAFFORD,PA,WESTMORELAND
16154,"TRANSFER, PA",TRANSFER,PA,MERCER
18086,"TREICHLERS, PA",TREICHLERS,PA,NORTHAMPTON
17981,"TREMONT, PA",TREMONT,PA,SCHUYLKILL
18254,"TRESCKOW, PA",TRESCKOW,PA,CARBON
17881,"TREVORTON, PA",TREVORTON,PA,NORTHUMBERLAND
18087,"TREXLERTOWN, PA",TREXLERTOWN,PA,LEHIGH
17771,"TROUT RUN, PA",TROUT RUN,PA,LYCOMING
15866,"TROUTVILLE, PA",TROUTVILLE,PA,CLEARFIELD
16947,"TROY, PA",TROY,PA,BRADFORD
18970,"TRUMBAUERSVILLE, PA",TRUMBAUERSVILLE,PA,BUCKS
18657,"TUNKHANNOCK, PA",TUNKHANNOCK,PA,WYOMING
17772,"TURBOTVILLE, PA",TURBOTVILLE,PA,NORTHUMBERLAND
16058,"TURKEY CITY, PA",TURKEY CITY,PA,CLARION
15145,"TURTLE CREEK, PA",TURTLE CREEK,PA,ALLEGHENY
16750,"TURTLEPOINT, PA",TURTLEPOINT,PA,MCKEAN
17982,"TUSCARORA, PA",TUSCARORA,PA,SCHUYLKILL
15960,"TWIN ROCKS, PA",TWIN ROCKS,PA,CAMBRIA
18469,"TYLER HILL, PA",TYLER HILL,PA,WAYNE
16361,"TYLERSBURG, PA",TYLERSBURG,PA,CLARION
18971,"TYLERSPORT, PA",TYLERSPORT,PA,MONTGOMERY
16686,"TYRONE, PA",TYRONE,PA,BLAIR
15484,"ULEDI, PA",ULEDI,PA,FAYETTE
18850,"ULSTER, PA",ULSTER,PA,BRADFORD
16948,"ULYSSES, PA",ULYSSES,PA,POTTER
16438,"UNION CITY, PA",UNION CITY,PA,ERIE
18470,"UNION DALE, PA",UNION DALE,PA,SUSQUEHANNA
